,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_in9,BILL_AMT9,PAY_AMT9,default
7690,100000,2,1,2,37,-1,1725,21711,0
7691,230000,2,2,1,28,0,54228,1500,0
7692,490000,1,1,1,50,-1,17884,6836,1
7693,30000,2,3,2,44,2,25039,1700,1
7694,40000,1,3,1,49,0,34203,1880,0
7695,50000,2,2,2,23,2,48537,2000,1
7696,20000,1,2,2,26,1,19276,0,0
7697,260000,2,3,1,36,0,118028,4379,0
7698,10000,1,2,2,28,-1,200,0,0
7699,70000,2,2,1,25,0,34645,2000,0
7700,270000,1,2,1,49,-1,3197,61164,0
7701,260000,1,1,2,38,0,3953,3953,0
7702,250000,2,2,2,32,0,72618,3800,0
7703,360000,1,1,2,30,-1,28245,8057,0
7704,230000,1,2,2,30,0,120113,4501,0
7705,110000,1,2,2,27,0,84342,6657,0
7706,50000,2,2,1,32,-1,316,282,0
7707,80000,1,1,1,38,0,39410,3000,0
7708,10000,2,2,1,32,0,4695,1103,1
7709,20000,1,3,1,52,1,10474,0,1
7710,200000,2,3,2,33,-1,834,165,0
7711,180000,1,1,2,40,0,93648,4246,0
7712,120000,2,3,1,69,0,106775,3810,0
7713,80000,2,2,1,47,0,6612,1188,1
7714,220000,1,1,1,50,-1,3484,6758,0
7715,360000,1,1,2,32,-1,8140,0,0
7716,50000,2,1,2,25,0,49604,2000,0
7717,150000,2,2,1,31,-1,23427,5554,0
7718,70000,2,2,2,27,0,67661,3409,0
7719,20000,2,1,2,25,1,8483,2000,1
7720,150000,2,1,1,32,1,0,0,1
7721,40000,1,2,1,35,1,0,0,0
7722,170000,1,1,2,27,0,133149,11936,0
7723,220000,2,2,1,37,2,48166,2100,0
7724,110000,2,2,1,41,0,108936,3991,1
7725,30000,2,2,1,47,0,29187,1505,0
7726,230000,2,1,2,32,0,195409,21844,0
7727,360000,2,1,2,47,2,291410,22913,1
7728,180000,2,2,2,25,0,169225,7800,0
7729,360000,1,2,1,49,1,0,0,1
7730,280000,2,1,2,47,0,269124,11268,0
7731,170000,2,1,1,63,0,54957,3000,0
7732,160000,1,3,2,44,-1,325,325,0
7733,160000,2,3,2,24,0,153470,10000,0
7734,50000,1,2,2,27,2,94297,5600,0
7735,50000,2,2,2,49,2,50986,1325,0
7736,180000,2,2,2,30,0,101281,4650,0
7737,20000,1,2,1,40,1,21447,0,0
7738,570000,1,1,2,29,-1,4119,0,0
7739,280000,1,1,2,27,-1,5521,7,0
7740,50000,2,2,2,24,1,49469,0,1
7741,20000,2,2,2,46,1,16626,0,1
7742,30000,1,1,2,28,-1,9262,3000,1
7743,240000,1,1,1,37,0,222976,8494,0
7744,30000,1,1,2,47,2,25690,1445,0
7745,90000,2,2,1,47,0,28477,2000,0
7746,60000,1,2,2,25,0,56598,3000,0
7747,500000,1,1,2,34,0,203729,10043,0
7748,70000,1,2,1,34,0,66977,3013,1
7749,140000,1,2,2,27,2,30121,4000,0
7750,30000,1,2,2,32,3,31895,0,0
7751,140000,1,2,1,55,0,78314,4000,0
7752,30000,1,1,2,34,0,29160,1494,0
7753,170000,2,2,1,33,-1,1870,0,0
7754,290000,1,1,1,46,-1,2052,4146,0
7755,270000,2,2,2,53,1,716,2,0
7756,200000,1,1,1,49,-1,1377,792,1
7757,140000,2,1,1,45,-1,316,316,0
7758,80000,1,1,2,26,0,76867,1600,0
7759,350000,1,2,2,36,0,230738,9503,0
7760,50000,2,3,1,42,0,51123,2089,0
7761,50000,1,3,2,32,0,50114,1991,0
7762,390000,2,2,1,45,1,0,0,1
7763,80000,2,1,2,25,1,0,0,0
7764,10000,1,2,2,23,0,8109,1400,0
7765,100000,1,2,2,31,1,97669,0,0
7766,310000,2,1,1,41,0,48815,2063,0
7767,80000,1,1,2,31,0,46516,15029,0
7768,40000,1,1,1,46,-1,780,0,1
7769,100000,1,1,1,60,1,8311,0,0
7770,230000,1,2,2,27,-1,396,396,0
7771,20000,1,2,2,24,1,10248,1000,1
7772,90000,2,3,1,55,0,23379,1402,0
7773,50000,1,1,2,29,0,16303,32000,0
7774,50000,2,2,1,39,0,22187,5000,0
7775,50000,1,2,1,51,0,46926,3000,0
7776,200000,1,1,2,28,-1,13383,1183,0
7777,20000,1,1,2,23,1,18679,2300,1
7778,400000,1,1,2,46,0,10965,9283,0
7779,20000,1,2,2,38,0,17760,6500,0
7780,40000,1,2,2,36,1,0,0,0
7781,240000,1,1,2,28,0,134245,4967,0
7782,240000,2,1,1,37,-1,5024,17267,0
7783,80000,2,2,2,38,0,70590,2200,0
7784,180000,1,1,1,37,0,121744,4406,0
7785,20000,2,1,2,22,0,3978,1500,1
7786,20000,1,3,1,44,0,18467,1328,0
7787,20000,1,2,1,41,-1,9598,0,0
7788,360000,2,2,2,25,-1,947,4098,0
7789,130000,2,2,1,31,-1,6279,11054,0
7790,30000,1,1,1,47,2,2400,0,1
7791,110000,2,2,1,33,1,7801,0,0
7792,30000,1,3,2,46,6,33134,0,0
7793,80000,2,1,2,26,0,29322,3000,1
7794,350000,2,3,1,31,0,144718,100012,0
7795,50000,2,2,2,24,1,0,0,0
7796,110000,2,1,2,23,0,83914,4022,0
7797,180000,2,2,2,32,-1,134,357,0
7798,100000,2,1,2,42,0,91141,2635,0
7799,140000,2,2,1,39,0,131764,6500,0
7800,230000,2,1,2,31,1,-22,249,1
7801,280000,2,2,2,35,0,184050,7088,0
7802,270000,1,1,2,29,-1,38840,197,0
7803,50000,1,1,2,23,0,48954,2000,0
7804,450000,1,1,1,46,-1,1135,1135,0
7805,190000,1,3,1,54,1,-596,0,0
7806,290000,2,1,2,28,0,42601,5000,0
7807,480000,2,1,1,60,-1,13406,13736,0
7808,380000,1,1,2,32,-1,326,24899,0
7809,20000,1,3,2,24,0,9249,1500,1
7810,50000,1,3,1,52,0,39429,1781,0
7811,450000,1,1,1,34,0,451113,18500,0
7812,50000,2,2,2,24,2,48283,1700,1
7813,380000,1,1,1,34,0,106065,3385,0
7814,50000,2,2,2,23,0,21249,1649,0
7815,150000,2,1,2,33,1,-286,0,0
7816,50000,2,3,1,43,0,39177,2000,0
7817,50000,1,2,2,24,0,34695,6013,0
7818,230000,2,1,2,26,-1,3741,0,1
7819,310000,2,1,2,32,-1,13560,0,0
7820,310000,2,2,1,34,-1,3595,4073,0
7821,50000,2,2,1,50,0,50658,2357,0
7822,240000,1,2,2,32,1,0,0,0
7823,400000,2,1,2,26,-1,1140,940,0
7824,90000,2,2,2,47,0,17247,1000,0
7825,50000,1,3,1,43,2,10413,3000,0
7826,250000,2,1,2,30,0,156155,5560,0
7827,200000,1,1,1,44,0,66689,2362,0
7828,10000,1,3,1,37,0,14498,2248,0
7829,310000,1,2,1,36,0,32782,11406,0
7830,340000,2,3,2,46,1,0,1321,1
7831,220000,1,2,1,34,0,144544,6500,0
7832,500000,1,1,2,36,0,151630,12074,0
7833,80000,2,2,1,41,0,52564,1963,0
7834,200000,1,1,2,36,0,103457,10000,0
7835,100000,2,2,2,29,2,42440,1599,1
7836,100000,1,2,2,29,1,99679,4000,1
7837,260000,2,3,2,33,1,0,926,0
7838,100000,2,2,2,24,-1,396,0,0
7839,240000,2,3,2,31,-1,298,0,0
7840,50000,2,3,1,28,0,14484,4300,1
7841,50000,1,2,2,54,0,72374,15000,0
7842,200000,2,1,2,44,0,34606,2100,0
7843,150000,1,2,1,36,2,86333,4000,1
7844,150000,1,2,1,41,0,19350,2000,0
7845,50000,1,2,1,40,0,50066,1450,0
7846,100000,1,1,2,27,0,70204,4000,0
7847,30000,1,1,2,25,1,0,327,0
7848,350000,2,1,2,31,0,96659,3500,0
7849,50000,1,2,2,50,0,25925,0,0
7850,50000,2,2,1,34,2,20377,1650,0
7851,250000,2,1,2,43,-1,2177,2000,0
7852,300000,2,3,2,24,-1,7571,1181,1
7853,80000,2,2,2,22,-1,1812,390,0
7854,30000,1,2,1,45,1,14286,1542,1
7855,370000,2,3,2,29,-1,28397,19438,0
7856,50000,1,2,1,43,0,8214,1140,0
7857,30000,2,1,1,22,0,22479,2004,0
7858,200000,2,2,2,26,0,26179,4022,0
7859,230000,2,3,1,48,1,-5,4587,0
7860,290000,2,2,2,29,0,68652,3149,0
7861,80000,1,1,2,26,1,40029,2000,0
7862,90000,2,2,2,39,0,45709,2000,1
7863,90000,1,1,1,37,0,40028,2000,0
7864,80000,1,2,2,26,0,15387,6000,0
7865,260000,2,1,2,39,-1,1550,978,0
7866,210000,1,1,2,34,0,44947,2000,0
7867,80000,2,2,1,26,2,27458,1800,1
7868,170000,2,2,2,25,0,4360,7000,0
7869,240000,2,1,2,38,0,167856,7000,0
7870,150000,2,1,2,32,1,-300,7928,0
7871,220000,2,1,2,28,-1,25000,25000,0
7872,80000,1,1,2,27,0,42653,5000,0
7873,140000,2,2,1,37,0,136650,5420,0
7874,280000,2,1,2,34,0,95278,4525,0
7875,200000,1,1,2,28,-1,4420,0,0
7876,150000,2,2,2,44,0,39471,2636,0
7877,210000,2,1,1,36,0,15991,0,0
7878,190000,1,1,1,39,1,-2,0,1
7879,140000,2,1,2,28,0,123662,4600,0
7880,160000,2,3,1,41,-1,2392,316,0
7881,180000,2,1,1,39,0,177893,6200,1
7882,20000,2,1,2,22,0,9930,1336,0
7883,50000,2,2,1,37,0,23325,1400,0
7884,150000,2,1,1,34,1,0,0,0
7885,210000,2,3,1,33,0,127491,6018,0
7886,500000,2,2,2,43,-1,374776,27024,0
7887,70000,2,2,2,22,0,24817,3018,0
7888,100000,1,1,2,27,-1,17553,0,1
7889,20000,2,2,2,27,0,15703,2000,0
7890,20000,1,2,2,23,0,13987,2200,0
7891,50000,1,2,2,25,2,47987,2690,1
7892,340000,2,3,2,27,1,29221,12,0
7893,130000,1,1,2,29,0,9700,0,0
7894,320000,2,2,1,53,0,8513,150000,0
7895,220000,2,1,1,41,7,243234,0,1
7896,50000,1,3,1,24,0,48497,2089,1
7897,150000,2,1,2,25,0,39445,2000,0
7898,500000,1,1,2,29,-1,20641,26111,0
7899,220000,2,1,2,29,-1,13488,16130,0
7900,70000,2,1,2,24,-1,28059,2000,0
7901,70000,2,2,2,24,0,27431,5006,0
7902,100000,1,1,2,30,2,53718,3000,0
7903,360000,1,3,2,30,1,0,0,1
7904,210000,2,2,2,29,0,14073,2059,0
7905,50000,2,2,1,34,0,37643,1538,0
7906,50000,2,1,2,25,0,34476,2000,0
7907,400000,2,1,2,30,0,139862,9209,0
7908,290000,2,1,1,36,0,49885,2400,0
7909,320000,2,2,1,39,0,38332,30000,0
7910,20000,2,2,1,24,2,17597,1619,1
7911,500000,1,1,1,51,0,225233,15000,0
7912,290000,1,1,1,40,0,63421,1619,0
7913,50000,1,1,1,38,0,47036,1704,0
7914,50000,1,1,1,60,0,50546,2112,0
7915,390000,2,3,1,53,-1,2820,513,0
7916,90000,2,1,2,27,-1,700,2122,1
7917,50000,2,3,1,53,0,20225,1800,0
7918,230000,2,1,2,28,0,51545,2000,1
7919,70000,1,2,1,37,2,44207,2100,1
7920,360000,2,2,1,36,0,63389,15000,0
7921,300000,2,2,2,31,-1,10817,2000,0
7922,50000,1,3,1,51,0,5703,2000,1
7923,80000,2,3,2,26,1,4923,0,1
7924,10000,1,2,1,50,2,9415,1000,0
7925,10000,1,2,2,28,0,5236,2200,0
7926,140000,2,2,2,29,-1,743,900,0
7927,100000,1,2,1,50,0,23908,1000,0
7928,30000,1,3,2,42,0,8185,1500,1
7929,280000,1,1,1,49,-1,503,694,0
7930,80000,2,1,2,25,1,5999,0,1
7931,30000,1,2,1,59,0,20044,1531,0
7932,390000,2,1,1,64,1,0,0,1
7933,10000,2,3,1,49,-1,1409,0,1
7934,70000,1,1,1,49,-1,1261,2431,1
7935,160000,2,2,2,37,-1,12037,5123,0
7936,80000,2,2,1,51,1,15839,1300,0
7937,30000,1,2,2,24,0,22885,3700,1
7938,200000,2,2,1,40,-1,7236,13003,0
7939,60000,2,1,2,24,-1,836,390,1
7940,220000,2,1,1,36,0,56477,9005,0
7941,30000,2,1,1,41,0,26480,1481,0
7942,60000,2,1,2,33,0,11237,10000,1
7943,30000,2,2,2,23,3,29093,1200,1
7944,180000,1,1,2,36,0,141489,4000,0
7945,430000,2,1,1,34,-1,5149,4600,0
7946,140000,1,2,2,61,0,131978,6000,0
7947,200000,1,1,1,40,-1,3061,13681,0
7948,50000,1,2,1,33,2,42923,2330,0
7949,50000,1,2,1,37,0,24801,3200,1
7950,470000,1,2,2,34,0,247503,9024,0
7951,90000,1,2,1,37,2,117793,6732,0
7952,420000,2,1,1,45,1,-34,2686,0
7953,450000,2,1,1,35,-1,6126,6869,0
7954,220000,2,2,1,41,1,6516,0,0
7955,150000,1,1,2,35,0,251063,9000,0
7956,120000,1,1,2,31,-1,2340,4908,0
7957,230000,2,2,2,32,1,73757,0,0
7958,40000,2,3,1,24,1,25933,0,0
7959,300000,2,2,1,66,1,0,200,0
7960,360000,2,2,1,51,-1,19155,1473,0
7961,50000,2,1,2,22,2,8823,2000,1
7962,200000,1,1,2,33,-1,3557,0,0
7963,170000,1,2,1,38,0,157174,9900,0
7964,100000,2,3,2,56,0,70048,2200,0
7965,20000,2,1,2,21,0,17374,1466,0
7966,20000,1,3,2,24,-1,1473,390,0
7967,210000,2,2,1,36,-1,47718,199000,0
7968,50000,2,2,2,29,0,49793,1866,0
7969,50000,1,2,2,42,0,47689,2000,0
7970,120000,1,2,2,26,0,114815,6159,1
7971,80000,2,3,1,52,2,36649,3700,1
7972,190000,1,1,2,29,1,0,2214,1
7973,180000,2,1,2,31,1,0,0,1
7974,180000,1,1,2,29,-1,996,1597,1
7975,110000,2,2,2,26,0,46633,4029,0
7976,220000,1,1,2,35,-1,53419,7000,0
7977,80000,2,2,2,22,0,2524,3000,0
7978,60000,1,1,1,51,0,35619,1647,1
7979,500000,2,1,1,42,1,0,0,1
7980,300000,1,1,2,33,0,34339,962,0
7981,150000,2,1,1,30,2,151060,3864,1
7982,90000,2,2,2,24,1,13137,0,0
7983,240000,1,1,1,44,-1,1473,1473,1
7984,190000,2,2,1,45,0,143701,4664,0
7985,80000,1,1,2,37,1,0,0,0
7986,500000,2,2,2,37,0,51652,5300,0
7987,60000,1,3,2,24,0,33270,1715,0
7988,140000,2,1,2,25,-1,1605,1844,0
7989,50000,2,2,1,37,0,25234,1384,0
7990,30000,1,3,1,41,1,4743,1090,1
7991,150000,2,3,1,28,0,70537,8000,0
7992,660000,2,2,2,33,0,495736,13393,0
7993,210000,1,1,2,28,1,5397,5000,0
7994,100000,1,2,1,24,1,13233,700,1
7995,50000,1,3,1,43,0,5653,11340,0
7996,340000,1,2,1,38,0,8347,2000,0
7997,70000,1,3,0,26,1,39073,2000,1
7998,220000,2,1,1,43,0,6873,2230,0
7999,170000,2,2,1,30,-1,2457,4599,1
8000,370000,2,1,1,39,0,141552,2157,0
8001,450000,1,1,2,36,-1,2500,0,1
8002,130000,1,2,2,28,0,88549,2709,0
8003,400000,2,1,1,32,1,0,6656,0
8004,90000,1,1,2,29,0,72774,2900,0
8005,450000,1,1,1,33,-1,390,390,0
8006,130000,2,2,2,33,0,127781,4700,0
8007,20000,2,1,2,24,-1,19214,0,0
8008,50000,2,2,1,27,2,49882,0,1
8009,200000,2,2,2,29,0,93005,3500,0
8010,150000,1,1,2,55,-1,291,291,0
8011,250000,2,1,2,40,-1,3264,2395,0
8012,270000,1,1,1,47,-1,5908,2222,0
8013,260000,1,1,2,36,0,97626,5195,0
8014,110000,1,2,1,34,0,102638,4600,0
8015,50000,1,2,2,25,2,42883,6000,0
8016,200000,1,2,1,49,-1,8143,39100,0
8017,60000,2,2,2,25,0,53447,2025,0
8018,200000,1,2,1,46,1,0,760,0
8019,50000,1,3,1,38,-1,9536,7014,0
8020,70000,2,1,2,22,3,71501,1966,0
8021,50000,2,1,2,24,0,48482,2000,0
8022,230000,2,3,2,34,0,1181,1394,0
8023,20000,2,2,1,45,-1,10827,8264,0
8024,330000,1,2,2,28,0,53260,2000,0
8025,50000,2,3,2,51,0,26660,1763,1
8026,460000,1,1,1,42,-1,11924,7728,0
8027,30000,2,2,2,27,0,26264,2000,1
8028,200000,1,3,2,30,0,111053,5020,0
8029,50000,1,1,2,23,2,7557,0,1
8030,50000,1,2,1,38,0,25742,1372,0
8031,200000,1,2,1,33,-1,3353,5341,0
8032,360000,2,1,2,38,0,53035,3492,0
8033,230000,1,1,2,43,-1,1156,10000,0
8034,200000,2,2,1,34,0,68262,2791,0
8035,20000,1,3,1,51,0,14341,1266,1
8036,200000,1,2,1,41,0,193781,10000,0
8037,360000,2,1,1,31,0,6656,2000,0
8038,10000,1,2,2,29,2,5833,2600,1
8039,180000,2,2,1,34,0,181076,6013,0
8040,240000,2,2,2,42,1,187558,6700,1
8041,280000,2,2,2,43,0,31248,1527,0
8042,330000,1,2,1,34,-1,901,0,0
8043,100000,1,3,2,36,2,38546,4400,0
8044,170000,2,1,2,30,2,27267,2000,1
8045,210000,2,1,2,29,0,3675,1082,0
8046,100000,1,2,2,26,0,32186,2000,0
8047,200000,2,3,1,67,0,188072,17014,0
8048,230000,1,2,2,30,0,101832,5000,0
8049,90000,2,3,2,35,0,101106,4208,0
8050,170000,2,2,1,28,0,105509,4285,0
8051,100000,2,2,1,42,2,101494,13,1
8052,20000,1,3,2,24,0,17895,2000,0
8053,50000,1,3,1,53,0,6618,1133,0
8054,60000,2,2,1,28,0,29701,1463,1
8055,80000,2,2,1,39,0,8755,5000,0
8056,20000,1,3,1,28,1,0,0,0
8057,160000,2,3,1,30,-1,2215,8977,0
8058,150000,1,3,2,29,1,54803,0,1
8059,150000,1,3,1,44,0,80015,19418,0
8060,50000,1,2,2,46,0,45206,2362,0
8061,500000,1,1,1,45,-1,6197,4969,0
8062,480000,2,2,1,37,-1,5269,2217,0
8063,340000,1,1,2,44,0,83059,20000,1
8064,180000,2,1,1,47,1,0,0,0
8065,360000,2,1,2,31,0,114287,5200,0
8066,350000,1,3,1,31,0,232501,20000,0
8067,180000,1,2,2,30,-1,10000,10000,0
8068,50000,1,1,1,34,0,45341,2115,0
8069,70000,2,2,1,31,-1,6895,10000,1
8070,40000,2,3,2,23,2,34415,1600,1
8071,270000,2,1,1,37,-1,1257,73700,0
8072,70000,2,2,2,23,0,4753,1172,0
8073,260000,2,2,1,42,0,194654,6540,0
8074,20000,2,1,2,23,0,6988,1444,1
8075,80000,2,1,2,26,0,78128,3362,1
8076,20000,1,3,1,27,1,20386,1000,0
8077,290000,1,1,2,37,2,131279,4700,1
8078,180000,2,2,2,33,0,10083,1600,0
8079,250000,2,1,1,43,-1,1041,6854,0
8080,230000,1,1,2,30,0,149545,60000,0
8081,240000,2,2,2,41,0,8435,169,0
8082,190000,2,2,1,34,0,139569,4500,0
8083,200000,1,1,2,29,-1,170,3318,0
8084,30000,1,2,2,43,0,28118,2000,0
8085,180000,2,3,2,42,0,102646,5006,0
8086,210000,2,1,2,33,-1,1888,320,1
8087,30000,2,2,1,34,-1,5088,996,1
8088,60000,2,2,2,44,0,43221,2021,0
8089,200000,1,1,1,29,-1,295,1130,0
8090,150000,2,1,2,35,0,128102,12644,1
8091,130000,2,1,1,41,-1,767,9804,1
8092,210000,2,2,1,34,0,149092,7000,0
8093,140000,2,2,1,37,-1,65863,3000,0
8094,80000,2,2,1,39,1,38986,6,1
8095,240000,2,1,1,36,-1,12181,6746,0
8096,50000,1,3,2,44,0,48138,2203,0
8097,50000,1,1,2,30,0,45948,6012,0
8098,160000,1,2,1,49,-1,435,435,0
8099,260000,2,1,2,31,-1,597,1306,0
8100,80000,1,2,2,31,8,126786,0,0
8101,100000,2,2,1,46,-1,5291,0,1
8102,280000,2,2,1,35,1,-3,149,0
8103,50000,1,3,2,36,0,47911,2166,0
8104,260000,2,1,2,31,-1,1629,933,0
8105,30000,1,2,1,36,0,18441,1800,1
8106,30000,2,2,1,25,1,30347,0,0
8107,130000,1,2,2,33,2,2183,13,0
8108,50000,2,3,2,48,0,1500,2000,0
8109,150000,1,2,1,35,2,144194,6600,1
8110,560000,1,2,1,32,1,19924,1163,0
8111,20000,1,3,2,26,-1,20780,0,0
8112,270000,1,1,1,41,-1,316,316,0
8113,300000,2,1,2,48,2,304040,11500,1
8114,100000,2,2,1,29,1,85264,0,0
8115,20000,1,3,2,43,0,19107,1330,0
8116,20000,1,3,1,69,0,18516,1700,0
8117,70000,1,3,1,56,0,42039,5000,0
8118,60000,2,2,2,31,2,19921,1700,0
8119,180000,2,2,1,51,2,15100,0,0
8120,360000,2,1,2,31,-1,1041,5821,0
8121,200000,1,1,1,34,2,170487,8000,1
8122,170000,2,2,1,42,0,37772,2000,0
8123,60000,2,3,1,51,1,0,724,0
8124,30000,1,2,2,27,1,29956,0,1
8125,140000,2,1,1,37,0,37625,1657,0
8126,20000,1,1,2,25,0,15848,1595,0
8127,20000,2,1,2,27,0,14088,1111,0
8128,520000,1,1,2,39,-1,13273,12712,0
8129,30000,2,2,2,22,0,10348,1013,0
8130,70000,2,1,2,24,1,71017,0,0
8131,80000,2,3,1,54,0,76752,3768,0
8132,50000,1,3,1,36,1,21031,0,1
8133,170000,2,1,2,25,0,26359,1275,0
8134,160000,2,2,2,24,2,67018,1900,0
8135,360000,2,2,2,30,1,7102,1893,0
8136,420000,2,2,2,25,-1,2804,0,0
8137,30000,1,3,2,45,0,28185,1377,0
8138,60000,1,2,1,36,1,36544,1700,0
8139,160000,2,2,1,31,0,135320,5000,0
8140,20000,1,3,1,52,1,20838,0,1
8141,60000,1,1,2,31,1,0,0,1
8142,500000,2,1,1,36,-1,51465,24201,0
8143,230000,2,3,2,54,0,66108,6840,0
8144,20000,1,1,2,25,1,0,3650,0
8145,140000,2,2,2,30,-1,854,0,0
8146,500000,1,2,1,31,0,39291,1700,0
8147,120000,2,1,1,39,1,0,0,0
8148,70000,2,2,2,25,0,63745,2294,1
8149,280000,2,2,1,50,-1,25040,41275,0
8150,130000,1,2,1,53,-1,780,0,0
8151,70000,1,1,2,30,0,68971,2700,1
8152,340000,2,2,1,42,-1,14087,11013,0
8153,210000,1,1,2,28,-1,1832,1074,0
8154,80000,2,2,2,57,-1,3072,2856,0
8155,120000,2,2,2,43,-1,316,71316,0
8156,100000,2,1,2,28,0,102697,4600,0
8157,20000,1,1,2,22,0,14720,3880,0
8158,220000,2,1,1,46,2,243517,0,0
8159,70000,2,1,2,34,2,44347,0,1
8160,20000,2,2,1,26,0,73404,2600,0
8161,100000,2,2,2,32,0,54933,2700,0
8162,110000,2,2,2,24,0,49782,1878,0
8163,80000,2,3,2,27,2,3682,3193,0
8164,30000,2,1,2,29,1,0,686,0
8165,30000,2,2,1,34,0,27816,1260,0
8166,60000,1,1,2,27,0,57753,2960,1
8167,50000,2,1,2,27,0,44421,2500,0
8168,260000,2,2,1,53,0,222134,10020,0
8169,500000,2,1,2,29,0,201500,10000,0
8170,110000,2,1,2,35,-1,549,0,0
8171,30000,2,3,1,33,2,27126,3600,0
8172,180000,2,1,2,31,-1,8260,5921,1
8173,170000,2,1,1,35,1,0,3209,1
8174,320000,2,1,1,34,-1,800,18873,1
8175,10000,2,2,1,53,0,9269,1400,1
8176,50000,1,2,2,26,1,48481,0,0
8177,170000,2,1,2,32,1,0,0,1
8178,120000,2,1,1,51,0,120290,6000,0
8179,30000,2,3,1,47,1,32724,0,0
8180,160000,1,2,2,29,0,157186,6227,0
8181,50000,2,1,2,27,2,45722,2000,1
8182,30000,2,2,1,44,0,4180,390,0
8183,50000,1,2,1,36,0,47606,1815,0
8184,240000,2,2,1,45,1,0,396,0
8185,50000,1,3,0,50,0,45771,2266,0
8186,180000,2,1,2,31,4,83020,3500,1
8187,500000,2,2,2,28,0,215459,7412,0
8188,240000,2,3,2,50,0,223045,9490,0
8189,50000,1,2,2,23,0,30101,434,0
8190,50000,2,2,1,30,2,6425,1050,1
8191,220000,1,1,2,38,0,197600,8200,0
8192,200000,1,2,1,36,1,0,0,1
8193,230000,2,1,1,35,-1,4043,10670,0
8194,20000,1,3,2,56,0,15552,1300,0
8195,130000,2,1,1,37,2,41795,3100,1
8196,100000,1,2,1,50,0,95549,5025,0
8197,20000,1,2,2,39,0,15972,1500,1
8198,50000,2,2,2,26,0,48801,2144,0
8199,140000,1,3,1,45,2,78663,0,1
8200,90000,1,2,2,32,0,23730,2000,0
8201,290000,2,1,1,39,1,1358,2613,0
8202,180000,2,2,2,34,0,181385,8194,1
8203,200000,2,3,1,57,1,0,0,1
8204,110000,1,1,1,32,2,95686,5100,1
8205,50000,1,3,2,28,0,17141,1500,0
8206,380000,1,1,1,46,2,88069,4400,1
8207,480000,1,2,1,39,0,428927,15000,0
8208,30000,2,2,2,22,0,18830,0,0
8209,380000,1,1,1,50,0,211463,10000,0
8210,340000,2,1,1,42,0,221587,8409,0
8211,30000,2,2,2,22,0,17358,0,0
8212,200000,1,3,1,29,-1,15456,46722,0
8213,360000,2,1,2,30,0,40514,1800,0
8214,160000,1,1,1,49,-1,316,632,1
8215,50000,1,2,2,40,1,50209,0,0
8216,60000,1,2,2,30,0,39264,3000,0
8217,80000,2,3,1,53,-1,780,0,0
8218,100000,2,2,1,38,2,50721,0,1
8219,180000,2,2,1,32,0,54842,2073,0
8220,200000,2,2,1,44,0,120515,3030,0
8221,420000,2,1,1,39,0,304964,14000,0
8222,110000,2,2,2,23,0,34486,10000,0
8223,50000,2,2,1,24,2,50710,1974,1
8224,130000,2,3,1,46,0,17505,1312,1
8225,250000,1,2,1,36,0,168899,10000,0
8226,50000,2,2,2,26,-1,528,378,0
8227,260000,1,2,1,43,0,99523,3514,0
8228,240000,1,2,1,54,0,16135,234000,0
8229,300000,2,1,2,28,0,24763,10700,0
8230,200000,2,1,1,35,-1,82831,15089,0
8231,600000,2,3,1,46,-1,22921,11444,0
8232,130000,2,2,2,29,0,88345,8600,0
8233,80000,2,2,1,34,1,46461,2100,1
8234,60000,2,2,1,34,0,30834,3000,0
8235,360000,1,2,1,31,1,0,0,0
8236,70000,2,3,1,35,3,69852,0,1
8237,50000,1,1,2,27,1,0,0,1
8238,10000,2,2,2,46,0,2496,1800,1
8239,120000,1,1,1,51,0,117446,4400,0
8240,220000,1,2,1,41,-1,8840,6643,0
8241,440000,1,1,2,33,-1,1137,0,1
8242,50000,1,2,1,49,-1,1261,1261,0
8243,210000,1,2,2,32,0,155913,13000,0
8244,490000,2,2,2,34,0,13955,52280,0
8245,160000,1,1,2,30,-1,4180,7781,0
8246,180000,2,2,1,39,0,46202,2200,0
8247,330000,2,2,1,45,0,123813,5100,0
8248,20000,1,2,2,34,0,17650,2500,0
8249,120000,2,2,2,37,0,93822,4848,0
8250,70000,2,2,2,34,0,62694,1818,0
8251,230000,2,1,1,44,1,3884,949,0
8252,30000,1,2,2,28,2,26177,1800,1
8253,260000,1,2,1,34,0,176688,6929,0
8254,30000,1,2,2,25,2,18941,6000,1
8255,70000,2,3,2,55,0,69997,1700,0
8256,90000,1,3,1,31,0,68476,4017,0
8257,70000,2,2,2,30,2,29773,1550,1
8258,30000,2,2,2,22,1,29676,0,0
8259,270000,1,2,1,51,0,32108,15000,0
8260,30000,1,2,1,35,0,25989,1533,0
8261,240000,1,2,2,30,0,151127,10000,0
8262,30000,2,2,2,31,0,30589,1488,0
8263,110000,1,2,1,32,0,56573,2000,0
8264,20000,1,2,2,24,0,17850,2019,0
8265,240000,2,2,2,32,0,308013,7000,0
8266,140000,2,2,2,25,0,137585,6200,0
8267,50000,1,1,2,24,0,42058,1367,0
8268,130000,1,1,2,27,0,32464,1867,0
8269,50000,2,3,1,51,0,50448,2017,1
8270,260000,2,1,2,25,-1,359,9188,0
8271,100000,1,2,1,35,-1,1131,291,0
8272,30000,2,3,1,47,2,25280,0,1
8273,60000,1,1,2,26,-1,440,880,0
